osm_id,osm_type,amenity,fuel,capacity,building,railway,public_transport,layer,operator,leisure,surface,parking,opening_hours,name,longitude,latitude,geom_type
"107684755",ways_poly,,,,yes,,,,,,,,,,30.2769625254632,59.9490111319873,POLYGON
"107684751",ways_poly,,,,service,,,,,,,,,,30.2768961548766,59.9491092296656,POLYGON
"1182767412",ways_poly,,,,service,,,,,,,,,,30.2767656644182,59.9489478846802,POLYGON
"107684771",ways_poly,,,,apartments,,,,,,,,,,30.2763959043252,59.9487337387823,POLYGON
"1182767411",ways_poly,,,,garages,,,,,,,,,,30.2765694648167,59.9488929075544,POLYGON
"1182566040",ways_poly,,,,roof,,,,,,,,,,30.2765460342932,59.9485922981744,POLYGON
"107684756",ways_poly,,,,apartments,,,,,,,,,,30.2766874943283,59.9485499766866,POLYGON
"107684785",ways_poly,,,,apartments,,,,,,,,,,30.2762986378052,59.9484142555144,POLYGON
"216877737",ways_poly,,,,apartments,,,,,,,,,,30.2759104674105,59.9489228221774,POLYGON
"22663813",ways_poly,,,,yes,,,,,,,,,,30.2749865141875,59.9487645416364,POLYGON
"107684796",ways_poly,,,,yes,,,,,,,,,,30.2747176522655,59.9485825640102,POLYGON
"107684773",ways_poly,,,,yes,,,,,,,,,,30.274367311443,59.9485223407256,POLYGON
"280951843",ways_poly,,,,industrial,,,,,,,,,,30.2741754954182,59.9492550115101,POLYGON
"280951844",ways_poly,,,,industrial,,,,,,,,,,30.2739263681477,59.9486451709086,POLYGON
"107684778",ways_poly,,,,yes,,,,,,,,,,30.2736795362653,59.9483535366696,POLYGON
"107421648",ways_poly,,,,yes,,,,,,,,,,30.280467231106,59.9480367624773,POLYGON
"107684763",ways_poly,,,,apartments,,,,,,,,,,30.2773162151826,59.9482377803254,POLYGON
"107684782",ways_poly,,,,apartments,,,,,,,,,,30.2767484070882,59.9480661513074,POLYGON
"187181747",ways_poly,,,,yes,,,,,,,,,ЖК «Дом на Малом»,30.2769988547951,59.948164712195,POLYGON
"1182320091",ways_poly,,,,roof,,,,,,,,,,30.27584254258,59.9478958233979,POLYGON
"107684754",ways_poly,,,,yes,,,,,,,,,Общежитие СПБГУ,30.2753514501238,59.9483541541038,POLYGON
"938329201",ways_poly,,,,service,,,,,,,,,,30.2746547,59.9483015,POLYGON
"107684766",ways_poly,,,,yes,,,,,,,,,,30.2734605640983,59.9480425984184,POLYGON
"107684768",ways_poly,,,,yes,,,,,,,,,,30.2743111515964,59.9483008023539,POLYGON
"46172482",ways_poly,,,,yes,,,,,,,,,,30.2498190671552,59.9396716504703,POLYGON
"187162097",ways_poly,,,,yes,,,,,sports_centre,,,,,30.2499475356288,59.9388082954298,POLYGON
"815528905",ways_poly,,,,yes,,,,,,,,,,30.2496630407741,59.9382328385717,POLYGON
